date,education
180228,C1-3
179906,12orGED
179908,C1-3
179905,C4+
179902,12orGED
179900,12orGED
179899,12orGED
179897,C1-3
179896,C4+
179895,12orGED
179890,C4+
194924,12orGED
194934,C1-3
181306,C1-3
195145,C1-3
204246,C1-3
195287,12orGED
195259,12orGED
195258,C1-3
204244,C1-3
204243,C1-3
204086,12orGED
195240,12orGED
195139,C1-3
204084,12orGED
204083,C1-3
204080,C1-3
195212,C1-3
195206,C4+
204079,C4+
204070,12orGED
195173,C4+
195161,C4+
195226,C4+
204451,12orGED
195351,9-11
194941,12orGED
195038,C1-3
195087,C1-3
204431,12orGED
195080,12orGED
204420,C1-3
195065,12orGED
204418,12orGED
195058,C4+
204414,C1-3
195049,9-11
195030,C1-3
195028,12orGED
195026,C4+
195025,12orGED
195019,C1-3
195013,C4+
195007,9-11
194999,12orGED
194996,9-11
194995,C4+
195719,12orGED
204062,12orGED
195748,C1-3
196206,C1-3
196339,12orGED
204016,1-8
203985,C1-3
196324,C1-3
196320,12orGED
196317,1-8
203975,12orGED
196290,12orGED
203964,12orGED
203959,C1-3
196284,12orGED
204037,12orGED
204102,12orGED
196269,C1-3
196261,12orGED
196253,C1-3
196249,C1-3
196243,C1-3
204105,C1-3
196236,12orGED
196222,12orGED
196103,12orGED
196213,12orGED
196188,C1-3
196185,C1-3
204100,12orGED
196176,C1-3
196175,12orGED
196174,12orGED
196170,C4+
196169,12orGED
196161,C1-3
196160,C1-3
196158,12orGED
204045,C4+
196151,C4+
196148,C1-3
196144,12orGED
204035,12orGED
204019,12orGED
196113,12orGED
204436,C1-3
204444,9-11
195123,C4+
204488,C4+
192217,9-11
192209,C1-3
192200,C4+
192193,C1-3
192189,C1-3
192188,12orGED
192184,C1-3
192177,C4+
192176,C1-3
192175,C1-3
192160,12orGED
192157,C1-3
204498,9-11
192145,12orGED
192537,C1-3
193764,12orGED
193772,12orGED
193774,C4+
195492,12orGED
192221,12orGED
192242,12orGED
192244,C4+
192018,C4+
192078,C4+
192064,C1-3
192063,C4+
204257,12orGED
192058,1-8
192042,9-11
192036,1-8
192032,12orGED
192009,9-11
192248,C1-3
192008,12orGED
192133,12orGED
192139,12orGED
204393,9-11
192257,C4+
204502,9-11
192251,1-8
192250,C1-3
195475,C1-3
195471,C4+
195346,C1-3
204485,12orGED
195663,C1-3
195662,C1-3
195657,C1-3
195654,9-11
195641,C1-3
195637,C1-3
195504,C1-3
195628,C1-3
204466,C1-3
204456,C4+
195572,12orGED
195567,12orGED
195552,12orGED
204450,12orGED
195525,12orGED
195520,C4+
195515,C4+
195609,12orGED
195353,C1-3
195666,C1-3
195681,C1-3
195683,12orGED
195405,C4+
195456,C1-3
195453,C4+
195444,12orGED
195441,C1-3
195494,C1-3
195428,12orGED
195424,C1-3
195413,12orGED
195398,C1-3
195512,12orGED
195384,12orGED
195379,12orGED
195369,9-11
195364,12orGED
195360,C1-3
195433,12orGED
204473,12orGED
195498,12orGED
204242,C1-3
196283,C1-3
196098,12orGED
194009,C4+
193781,12orGED
193776,C1-3
180394,C1-3
193931,C1-3
193937,12orGED
180396,C1-3
180397,12orGED
194117,C4+
194115,C1-3
194099,C1-3
194083,C1-3
194082,12orGED
194067,C1-3
194061,C4+
180403,C4+
194054,12orGED
194051,C1-3
194047,C1-3
180407,12orGED
180392,C1-3
193786,12orGED
193805,C4+
193892,C1-3
180057,C1-3
194139,1-8
193915,C1-3
180058,1-8
180059,C4+
193908,C1-3
180405,C4+
193896,C1-3
180376,C4+
193808,C1-3
180379,C1-3
193871,C1-3
180382,C4+
193851,C4+
193832,C1-3
180383,C4+
180388,C1-3
180389,12orGED
180370,C1-3
194001,12orGED
194304,C4+
180410,C1-3
180425,C4+
194762,C4+
194759,C1-3
194757,C4+
194748,12orGED
194744,C1-3
194741,C1-3
180427,12orGED
180428,C1-3
180373,12orGED
194771,12orGED
180367,C4+
180434,C1-3
194849,12orGED
194968,1-8
180327,C1-3
180302,C4+
194953,C4+
180304,12orGED
180424,12orGED
194842,12orGED
180422,C1-3
194418,C4+
193980,C4+
193972,9-11
180411,C1-3
193955,12orGED
193952,C1-3
193951,C1-3
180412,12orGED
180415,12orGED
180417,C1-3
194802,C4+
194838,C1-3
194837,12orGED
180421,12orGED
194827,12orGED
194826,C4+
194825,12orGED
194819,C4+
194817,C1-3
194372,C1-3
194313,12orGED
196085,12orGED
204161,1-8
195857,12orGED
195939,9-11
195942,12orGED
196072,12orGED
196071,12orGED
196060,C1-3
196058,C1-3
204182,12orGED
196047,C1-3
204180,C4+
196032,12orGED
196031,12orGED
204173,12orGED
196015,C4+
196006,12orGED
196002,C4+
196001,12orGED
195995,1-8
195978,12orGED
195751,12orGED
195753,C1-3
204195,12orGED
204220,12orGED
204232,C4+
195913,C1-3
195906,C4+
204230,C1-3
195899,C4+
195898,12orGED
195886,12orGED
204221,12orGED
195860,12orGED
204203,C4+
195933,C4+
204210,12orGED
195843,C4+
195828,9-11
204206,C1-3
195804,12orGED
195785,C4+
195780,12orGED
195976,C1-3
195973,C1-3
194323,C4+
195970,C1-3
204115,C1-3
194169,C1-3
203917,12orGED
194150,C1-3
194226,12orGED
194148,1-8
194285,12orGED
194416,1-8
194387,1-8
194384,None
194382,C1-3
194380,C4+
194290,12orGED
194367,12orGED
194365,12orGED
194362,C4+
194359,12orGED
194355,12orGED
194348,C4+
194185,C4+
194187,C4+
194189,12orGED
194250,12orGED
204154,12orGED
194992,C4+
204143,C1-3
194980,C4+
204128,C4+
194263,C4+
194258,12orGED
194251,12orGED
194245,12orGED
194209,12orGED
204124,C1-3
194235,C4+
194234,C1-3
194230,12orGED
194283,C1-3
204117,12orGED
194220,12orGED
194214,12orGED
181468,C4+
181453,C1-3
181441,C1-3
180980,12orGED
180847,C4+
181060,C4+
181046,C1-3
181047,12orGED
181048,C1-3
181049,C1-3
181051,C4+
181053,12orGED
181054,C4+
181056,C4+
181057,12orGED
181058,12orGED
181059,C1-3
181061,C1-3
181044,12orGED
181062,12orGED
181063,12orGED
181064,12orGED
181065,C1-3
180986,C1-3
180904,C4+
181442,C4+
180899,12orGED
180855,12orGED
180856,C1-3
180857,12orGED
180859,C1-3
180860,12orGED
180864,C4+
180865,12orGED
180866,C1-3
180871,C1-3
180911,1-8
180875,C1-3
180877,12orGED
180878,12orGED
180879,C4+
180880,12orGED
180881,C1-3
180882,12orGED
180892,12orGED
180897,12orGED
181066,C1-3
181068,12orGED
181069,12orGED
181070,C1-3
181022,C4+
181023,C1-3
181025,12orGED
181026,C4+
181027,C4+
181029,C1-3
181032,12orGED
181033,12orGED
181035,12orGED
180848,C4+
180846,12orGED
181076,C1-3
180684,C4+
180655,C1-3
180657,C4+
180661,C1-3
180663,C1-3
180664,C1-3
180665,12orGED
181021,C1-3
181020,C4+
181038,C4+
180998,C1-3
181071,C4+
181073,C1-3
181074,12orGED
181045,1-8
181041,12orGED
180987,C4+
181011,12orGED
180997,12orGED
181001,12orGED
181017,12orGED
181002,12orGED
181003,C1-3
181004,C1-3
181005,12orGED
181006,12orGED
181007,12orGED
181008,12orGED
181009,C4+
180852,C4+
180851,C4+
180850,C4+
181650,C1-3
181690,12orGED
181691,C1-3
181692,C1-3
181693,C4+
181694,C1-3
181668,12orGED
181666,12orGED
181637,C4+
181649,C1-3
181638,C1-3
181639,12orGED
181640,C4+
181641,12orGED
181642,12orGED
181643,12orGED
181644,C4+
181645,C4+
181646,12orGED
181647,9-11
181689,C1-3
181688,12orGED
181687,12orGED
181674,C4+
181636,C1-3
181696,12orGED
181681,12orGED
181669,C1-3
181670,C1-3
181671,1-8
181672,C1-3
181673,12orGED
181675,12orGED
181685,12orGED
181676,C4+
181677,12orGED
181679,C1-3
181680,12orGED
181682,C1-3
181667,C1-3
181683,12orGED
181684,C1-3
181648,9-11
181665,12orGED
180869,C4+
181651,12orGED
180937,12orGED
180941,C1-3
180947,12orGED
180950,C1-3
180914,12orGED
180952,C1-3
180954,12orGED
180957,12orGED
180958,12orGED
180965,12orGED
180967,C4+
180968,12orGED
180969,C4+
180972,C4+
180976,1-8
180979,C1-3
180917,C4+
180913,12orGED
180983,C1-3
180933,C4+
180930,C1-3
180926,C1-3
181662,C1-3
181652,C1-3
181653,12orGED
181654,12orGED
181655,9-11
181656,12orGED
181657,C1-3
181659,C4+
181660,C4+
181664,C1-3
180925,C4+
181315,C1-3
181314,C1-3
181313,12orGED
180949,C1-3
180918,12orGED
180919,C1-3
180920,12orGED
180921,C1-3
180672,12orGED
180674,C1-3
180675,12orGED
181200,C4+
181239,12orGED
181241,C1-3
181224,9-11
181242,9-11
181243,C1-3
181244,C4+
181245,9-11
181247,C1-3
181248,12orGED
181249,C1-3
181250,C1-3
181251,C4+
181252,C1-3
181253,C1-3
181225,C1-3
181223,C4+
181255,12orGED
181209,12orGED
181198,12orGED
181238,12orGED
181237,C1-3
181236,C1-3
181075,C1-3
180761,12orGED
180762,C4+
180763,12orGED
180766,12orGED
180767,C1-3
180770,12orGED
180771,1-8
180774,C4+
181077,12orGED
181235,12orGED
181312,C1-3
181240,C1-3
181226,12orGED
181227,12orGED
181229,12orGED
181231,C4+
181232,C4+
181234,C1-3
181199,C1-3
181201,C1-3
180757,12orGED
181202,C4+
181299,12orGED
181287,C1-3
181288,C1-3
181289,C4+
181290,C1-3
181291,C1-3
181292,C1-3
181293,C4+
181295,9-11
181296,C1-3
181297,12orGED
181298,12orGED
181300,C1-3
181285,C4+
181301,12orGED
181302,12orGED
181303,C1-3
181304,C1-3
181305,C1-3
181196,12orGED
181256,1-8
181254,12orGED
181211,12orGED
181203,12orGED
181204,12orGED
181205,12orGED
181206,C4+
181207,12orGED
181208,12orGED
181210,C1-3
181222,C4+
181212,12orGED
181221,C1-3
181213,C4+
181214,C1-3
181215,C4+
181216,C1-3
181217,C4+
181218,C1-3
181219,12orGED
181220,C1-3
180758,12orGED
180753,C1-3
180682,12orGED
180714,12orGED
180598,C1-3
180600,C1-3
180602,C1-3
180603,C1-3
180607,C1-3
180608,C1-3
180612,C4+
180617,12orGED
180647,C1-3
180621,C4+
180627,12orGED
180629,12orGED
180633,12orGED
180634,12orGED
180635,12orGED
180636,12orGED
180639,12orGED
180640,C4+
180643,12orGED
180596,C1-3
180595,12orGED
180594,12orGED
180698,C4+
180683,C1-3
180685,C1-3
180649,12orGED
180690,C1-3
180691,12orGED
180692,C4+
180695,12orGED
180697,12orGED
180701,C1-3
180593,C1-3
180702,12orGED
180707,12orGED
180711,12orGED
180713,12orGED
180651,12orGED
180648,C1-3
180715,C1-3
180615,12orGED
180644,C1-3
180720,C1-3
180775,C4+
180845,C1-3
180837,C4+
180841,C1-3
180842,C1-3
180783,12orGED
180779,9-11
180723,C1-3
180750,C1-3
180726,9-11
180727,C1-3
180728,C4+
180729,12orGED
180731,C1-3
180734,C1-3
180735,12orGED
180738,C1-3
180739,C4+
180742,12orGED
180745,12orGED
180751,C1-3
180836,12orGED
180835,C1-3
180833,C1-3
180810,9-11
180815,12orGED
180787,12orGED
180788,C1-3
180796,C4+
180799,12orGED
180803,C4+
180806,12orGED
180807,12orGED
180811,1-8
180832,C1-3
180812,C4+
180813,C4+
180819,12orGED
180781,12orGED
180820,12orGED
180821,1-8
180828,12orGED
180829,C1-3
181634,C4+
181601,C4+
181600,C4+
181339,12orGED
181319,12orGED
181320,C1-3
181321,9-11
181322,12orGED
181323,12orGED
181324,C4+
181325,C4+
181326,C1-3
181327,C4+
181329,1-8
181341,9-11
181330,C1-3
181331,C1-3
181332,12orGED
181333,12orGED
181334,C4+
181335,12orGED
181336,9-11
181337,12orGED
181318,C1-3
181316,12orGED
181328,12orGED
181365,C4+
181357,12orGED
181358,12orGED
181359,12orGED
181361,C4+
181344,C1-3
181362,C1-3
181363,12orGED
181364,C1-3
181366,C4+
181376,12orGED
181367,12orGED
181368,C4+
181370,12orGED
181371,C4+
181373,12orGED
181374,C4+
181345,C1-3
181342,C4+
181338,12orGED
181340,12orGED
181354,12orGED
181375,C1-3
181430,C1-3
181431,12orGED
181432,12orGED
181434,C1-3
181435,C4+
181436,12orGED
181409,C1-3
181407,C4+
181378,12orGED
181391,C4+
181380,12orGED
181381,C4+
181382,12orGED
181383,C1-3
181384,C4+
181385,C1-3
181386,C1-3
181387,C4+
181388,12orGED
181429,C4+
181428,12orGED
181427,C1-3
181416,12orGED
181377,C1-3
181437,12orGED
181423,12orGED
181411,9-11
181412,12orGED
181413,C1-3
181414,1-8
181415,C1-3
181417,C1-3
181426,12orGED
181418,C1-3
181419,C1-3
181421,C1-3
181422,C4+
181424,9-11
181408,9-11
179949,C4+
181425,C1-3
181355,C4+
181353,C4+
181390,12orGED
181558,C4+
181503,C1-3
181506,12orGED
181508,C4+
181553,C4+
181541,12orGED
181542,9-11
181543,C4+
181545,C4+
181546,C4+
181547,C4+
181548,C4+
181549,C1-3
181550,C1-3
181551,C1-3
181552,C4+
181554,12orGED
181539,1-8
181555,C4+
181556,C1-3
181466,9-11
181465,C4+
181464,12orGED
181451,C1-3
181443,C1-3
181444,12orGED
181445,12orGED
181446,C4+
181447,9-11
181448,12orGED
181449,C1-3
181450,C4+
181454,C4+
181463,C1-3
181467,C1-3
181455,C4+
181456,C1-3
181458,9-11
181459,12orGED
181460,C1-3
181461,12orGED
181462,C4+
181557,C4+
181559,C1-3
181351,12orGED
181561,12orGED
181525,12orGED
181526,9-11
181527,C1-3
181528,12orGED
181529,12orGED
181530,12orGED
181531,1-8
181532,12orGED
181533,C1-3
181535,12orGED
181536,12orGED
181440,C4+
181439,C1-3
181438,12orGED
181360,C1-3
181346,12orGED
181347,12orGED
181348,C4+
181349,12orGED
181537,C1-3
181524,C1-3
181521,C1-3
181523,C4+
181562,C1-3
181563,C1-3
181564,12orGED
181566,C4+
181567,C1-3
181540,C1-3
181538,12orGED
181509,C1-3
181510,12orGED
181520,C1-3
181512,12orGED
181513,C4+
181514,12orGED
181515,C4+
181516,C1-3
181517,C1-3
181518,12orGED
181519,C4+
181389,C1-3
181392,C4+
181599,12orGED
181613,C4+
181779,C4+
181780,12orGED
181781,C1-3
181782,12orGED
181783,C1-3
181784,C1-3
181786,9-11
181787,12orGED
181788,12orGED
181789,1-8
181790,12orGED
181699,C1-3
181697,C1-3
181572,12orGED
181620,12orGED
181607,12orGED
181609,C1-3
181610,12orGED
181611,C1-3
181791,C4+
181778,C4+
181776,12orGED
181777,C1-3
181816,C4+
181817,12orGED
181819,C4+
181820,12orGED
181821,C4+
181795,C4+
181793,C1-3
181765,12orGED
181766,C4+
181775,12orGED
181767,C4+
181768,12orGED
181769,12orGED
181770,C1-3
181771,C4+
181772,C4+
181773,12orGED
181774,C4+
181612,12orGED
181614,C1-3
181814,C4+
181615,12orGED
181576,C1-3
181578,C1-3
181579,12orGED
181581,12orGED
181582,C1-3
181583,C1-3
181584,C1-3
181585,C1-3
181586,12orGED
181588,12orGED
181602,12orGED
181589,C1-3
181590,C1-3
181591,C4+
181593,1-8
181595,C1-3
181596,C1-3
181597,C4+
181598,C4+
181575,C1-3
181574,C4+
181587,12orGED
181625,12orGED
181617,C4+
181618,C4+
181619,C4+
181621,C1-3
181604,12orGED
181622,12orGED
181623,12orGED
181624,C1-3
181626,12orGED
181635,C1-3
181627,12orGED
181628,12orGED
181629,C1-3
181630,12orGED
181632,C1-3
181633,C1-3
181606,C4+
181603,C1-3
181815,12orGED
181813,12orGED
181406,C4+
181713,C1-3
181743,12orGED
181745,C1-3
181746,12orGED
181747,12orGED
181749,C1-3
181728,C4+
181750,12orGED
181752,C4+
181753,12orGED
181754,12orGED
181755,C1-3
181756,C4+
181757,12orGED
181758,C4+
181759,C4+
181760,12orGED
181761,C1-3
181729,C1-3
181727,12orGED
181742,12orGED
181741,C4+
181737,C4+
181403,12orGED
181393,12orGED
181394,12orGED
181395,12orGED
181396,12orGED
181397,1-8
181399,C1-3
181400,12orGED
181402,C1-3
181404,C1-3
181736,C4+
181405,12orGED
181569,C1-3
181570,C1-3
181571,12orGED
181748,12orGED
181730,C1-3
181731,C1-3
181733,12orGED
181763,C1-3
181700,C1-3
181812,C1-3
181701,C4+
181762,12orGED
181764,12orGED
181698,12orGED
181808,C4+
181796,12orGED
181797,C4+
181798,C1-3
181799,C4+
181800,C1-3
181802,9-11
181803,C4+
181804,C4+
181805,C1-3
181806,12orGED
181807,9-11
181809,C4+
181794,1-8
181810,C1-3
181811,C4+
181725,12orGED
181724,C1-3
181723,12orGED
181712,12orGED
181702,12orGED
181703,C4+
181705,C1-3
181706,12orGED
181707,12orGED
181708,C4+
181709,C1-3
181710,C4+
181714,12orGED
181722,C1-3
181726,12orGED
181715,C4+
181716,C1-3
181717,12orGED
181718,C1-3
181719,C4+
181720,12orGED
181721,C1-3
194266,C1-3
187973,C1-3
187974,12orGED
186930,12orGED
186938,C1-3
186937,C1-3
186936,C1-3
186935,C4+
186934,12orGED
186933,12orGED
186931,12orGED
186929,C4+
187103,C4+
186928,12orGED
186940,C4+
186926,12orGED
186924,C4+
186923,12orGED
186922,C4+
186921,C1-3
186939,12orGED
187105,12orGED
187292,C4+
187282,9-11
187290,C4+
187289,12orGED
187272,12orGED
187287,12orGED
187285,C4+
187284,C4+
187283,9-11
187281,12orGED
187366,C1-3
187280,12orGED
187279,12orGED
187278,9-11
187277,C1-3
187276,C1-3
187274,C4+
187286,12orGED
186920,C1-3
186918,C4+
186916,C1-3
186948,C1-3
186956,C1-3
186954,C1-3
186953,C1-3
186952,C1-3
186951,C4+
186950,C4+
186949,9-11
186947,C1-3
186915,C1-3
186946,12orGED
186945,C4+
186944,12orGED
186955,12orGED
186969,C1-3
186910,C4+
186908,C4+
186942,C1-3
186958,12orGED
186959,12orGED
186960,9-11
186914,C1-3
186913,C1-3
186912,C1-3
186925,C1-3
186911,12orGED
186941,12orGED
186943,C4+
186968,12orGED
186967,12orGED
186966,C1-3
186965,C4+
186964,C1-3
186963,C4+
186962,12orGED
186961,12orGED
187291,C1-3
187294,12orGED
186872,C1-3
187350,C1-3
187358,9-11
187357,C4+
187356,C1-3
187355,12orGED
187353,9-11
187336,C4+
187352,C1-3
187349,C4+
187360,12orGED
187348,C1-3
187347,12orGED
187345,9-11
187344,C4+
187343,C1-3
187342,12orGED
187341,12orGED
187359,C4+
187361,C1-3
187295,C1-3
187307,12orGED
187316,C1-3
187314,C4+
187313,C1-3
187312,12orGED
187310,C4+
187309,C1-3
187308,12orGED
187306,C1-3
187363,12orGED
187305,C1-3
187319,12orGED
187304,12orGED
187335,C1-3
187337,C1-3
187365,12orGED
187364,C4+
187340,C1-3
187339,C4+
187351,C4+
187248,C1-3
187240,12orGED
187239,12orGED
187238,C4+
187237,12orGED
187234,C1-3
187233,12orGED
187232,C4+
187302,C1-3
187230,C4+
187271,C1-3
187273,C1-3
187300,C1-3
187299,C1-3
187298,C1-3
187297,12orGED
187296,C4+
187241,12orGED
187243,C1-3
187244,1-8
187246,C1-3
187303,C4+
187301,C1-3
187265,C1-3
187261,C4+
187260,12orGED
187259,C1-3
187258,12orGED
187257,C4+
187256,12orGED
187255,C1-3
187254,12orGED
187251,12orGED
187250,C1-3
187270,C1-3
187249,C1-3
186873,C4+
186871,12orGED
187014,C1-3
187039,C1-3
187078,12orGED
187077,C1-3
187076,C1-3
187075,1-8
187074,C1-3
187087,12orGED
186971,C1-3
187036,9-11
187080,12orGED
187005,C1-3
187004,12orGED
187003,C1-3
187002,12orGED
187001,C1-3
187000,C4+
186999,9-11
187079,12orGED
187081,9-11
187040,C1-3
187096,C4+
187073,12orGED
187102,12orGED
187101,C4+
187100,C4+
187099,C1-3
187098,C1-3
187097,C1-3
187095,C4+
187082,C1-3
187094,C1-3
187092,12orGED
187089,C1-3
187072,12orGED
187088,12orGED
187084,12orGED
187083,C4+
186998,12orGED
186996,C1-3
186995,C1-3
187024,C4+
187033,C4+
187032,1-8
187029,9-11
187028,12orGED
187027,C4+
187026,C1-3
187025,C1-3
187023,12orGED
186993,12orGED
187008,C1-3
187022,C1-3
187020,C1-3
187019,C4+
187018,C1-3
187017,C1-3
187016,12orGED
187034,12orGED
187035,C1-3
187009,9-11
187007,C1-3
187006,12orGED
186992,12orGED
186989,C1-3
186988,12orGED
186986,C1-3
186985,C1-3
186982,12orGED
186981,C4+
186980,C4+
186979,C1-3
186978,C1-3
186977,12orGED
186976,C1-3
186991,9-11
187038,C4+
187069,12orGED
187053,12orGED
186870,12orGED
186903,12orGED
186861,C4+
186909,C4+
186878,C1-3
186880,12orGED
186907,12orGED
186905,12orGED
186904,12orGED
186902,C1-3
186850,9-11
186901,12orGED
186900,12orGED
186899,C4+
186898,C1-3
186897,C1-3
186896,12orGED
186879,12orGED
186849,12orGED
186851,C4+
187041,12orGED
186874,12orGED
186869,C1-3
186868,12orGED
186867,12orGED
186866,12orGED
186865,C4+
186864,C1-3
186863,1-8
186862,C1-3
186852,C1-3
186860,12orGED
186859,C1-3
186857,12orGED
186856,C1-3
186855,C1-3
186854,12orGED
186853,12orGED
186895,C4+
186893,C1-3
186892,C1-3
187051,C4+
187059,9-11
187058,12orGED
187057,12orGED
187055,C1-3
187068,C1-3
187054,C1-3
187052,C4+
187050,C1-3
186891,12orGED
187049,C1-3
187048,12orGED
187047,12orGED
187046,12orGED
187045,C1-3
187044,12orGED
187042,C1-3
187060,C1-3
187061,C4+
187062,C1-3
187063,12orGED
186888,12orGED
186887,12orGED
186886,12orGED
186885,C1-3
186884,C1-3
186883,C1-3
186882,C1-3
186881,12orGED
186894,C1-3
187104,12orGED
186970,12orGED
186975,12orGED
187066,C1-3
187065,C4+
187064,C1-3
187317,C4+
187320,C4+
187334,C1-3
188652,C1-3
188592,C1-3
188591,C4+
188606,C1-3
188590,12orGED
188621,C1-3
188623,C4+
188653,C1-3
188651,C1-3
188594,12orGED
188649,9-11
188647,12orGED
188646,C4+
188645,9-11
188642,12orGED
188641,12orGED
188640,12orGED
188593,C4+
188595,12orGED
188619,C4+
188609,C1-3
188617,C4+
188616,C1-3
188615,C1-3
188614,12orGED
188612,C1-3
188611,C1-3
188610,C4+
188608,C1-3
188596,C1-3
188620,C1-3
188607,9-11
188605,12orGED
188602,12orGED
188601,C1-3
188600,C4+
188598,C1-3
188639,C4+
188622,12orGED
188638,12orGED
188543,C4+
188549,12orGED
188548,C4+
188547,C4+
188546,C1-3
188545,12orGED
188544,C1-3
188555,12orGED
188541,12orGED
188636,C1-3
188540,12orGED
188539,C1-3
188538,C1-3
188537,12orGED
188536,12orGED
188535,C4+
188534,C4+
188550,12orGED
188551,C4+
188552,C4+
188553,12orGED
188635,C1-3
188634,12orGED
188633,C1-3
188631,C4+
188630,12orGED
188629,C4+
188627,12orGED
188626,C1-3
188625,C1-3
188624,C1-3
188637,12orGED
188527,C1-3
188589,12orGED
188587,9-11
188554,C1-3
188618,C4+
188528,C1-3
187321,C1-3
188426,12orGED
188464,12orGED
188432,12orGED
188431,12orGED
188430,12orGED
188429,12orGED
188428,12orGED
188427,C1-3
188425,C1-3
188525,C4+
188424,C1-3
188423,12orGED
188422,C4+
188433,12orGED
188421,C4+
188419,C4+
188418,C4+
188466,C4+
188512,C4+
188526,12orGED
188510,C4+
188517,C4+
188516,12orGED
188515,C4+
188514,C4+
188497,9-11
188513,C4+
188511,12orGED
188509,C1-3
188500,C4+
188508,C4+
188507,12orGED
188506,12orGED
188505,C4+
188504,12orGED
188503,C4+
188502,C1-3
188417,12orGED
188416,12orGED
188415,C4+
188443,C1-3
188450,12orGED
188435,C4+
188449,1-8
188447,12orGED
188446,C4+
188445,C4+
188444,12orGED
188442,12orGED
188414,C1-3
188441,12orGED
188440,C1-3
188439,12orGED
188438,12orGED
188437,12orGED
188448,12orGED
188657,C4+
188451,9-11
188452,9-11
188454,C1-3
188455,12orGED
188413,C4+
188412,12orGED
188411,C4+
188410,C1-3
188406,12orGED
188420,12orGED
188465,12orGED
188434,12orGED
188436,12orGED
188463,C4+
188462,9-11
188461,12orGED
188460,C4+
188459,12orGED
188458,C1-3
188532,12orGED
188531,12orGED
188529,C1-3
187112,C4+
187131,C4+
187119,C1-3
187117,12orGED
187116,C1-3
187115,C1-3
187114,C4+
187113,C4+
187111,12orGED
187121,C4+
187110,C1-3
187109,12orGED
187108,C1-3
187107,12orGED
187118,C1-3
187167,C1-3
187133,C4+
187120,12orGED
187122,C1-3
188542,C4+
187168,12orGED
187206,12orGED
187205,12orGED
187204,C1-3
187202,C4+
187201,12orGED
187213,C1-3
187228,C1-3
187166,C1-3
187123,C1-3
187130,12orGED
187129,9-11
187128,C1-3
187127,C4+
187126,C4+
187125,C1-3
187124,12orGED
187136,C1-3
187164,C4+
187163,C1-3
187332,12orGED
187139,C1-3
187137,C4+
187149,C4+
187106,9-11
187229,C1-3
187231,12orGED
187333,9-11
187331,12orGED
187161,C4+
187330,C1-3
187329,12orGED
187328,C4+
187327,12orGED
187325,12orGED
187323,C1-3
187322,C1-3
187140,C4+
187141,9-11
187142,12orGED
187143,12orGED
187160,12orGED
187158,12orGED
187157,12orGED
187156,C1-3
187154,C1-3
187153,12orGED
187152,C1-3
187151,C4+
187134,1-8
187150,1-8
187148,C1-3
187147,C4+
187146,12orGED
187145,12orGED
187144,12orGED
187207,12orGED
187208,C4+
187209,C1-3
188559,C4+
188568,C4+
188566,12orGED
188565,C4+
188564,9-11
188563,C4+
188562,C4+
188561,12orGED
188574,C1-3
187188,C4+
187891,C1-3
187890,C4+
187889,9-11
187194,C4+
187193,C4+
187191,12orGED
187190,C1-3
188569,12orGED
188571,C1-3
188573,C4+
188575,C1-3
188588,12orGED
188556,9-11
188558,C4+
188586,C1-3
188585,C1-3
188584,C1-3
188583,C4+
188582,C1-3
188581,12orGED
188580,C1-3
188579,C1-3
188578,C4+
188577,C4+
188576,12orGED
188557,C4+
187189,C4+
187187,12orGED
187210,C4+
187220,C4+
187199,C4+
187227,9-11
187226,C1-3
187225,12orGED
187223,C1-3
187222,C1-3
187221,12orGED
187218,9-11
187186,C1-3
187217,C1-3
187216,12orGED
187215,12orGED
187197,C4+
187214,C4+
187212,C4+
187211,C4+
187196,C1-3
187169,C1-3
187181,9-11
187170,12orGED
187185,12orGED
187184,12orGED
187183,C1-3
187195,C4+
187182,12orGED
187180,12orGED
187179,C4+
187178,C1-3
187177,C4+
187176,12orGED
187175,C1-3
187174,12orGED
187173,12orGED
187172,12orGED
187171,12orGED
187015,C1-3
187013,C1-3
193906,C1-3
193674,C1-3
193666,C4+
193667,C1-3
193668,C1-3
193669,C4+
193670,12orGED
193672,12orGED
193673,12orGED
193675,12orGED
193664,12orGED
193676,9-11
193677,C1-3
193650,12orGED
193649,C4+
193648,C4+
193633,C1-3
193619,12orGED
193665,C1-3
193662,C4+
187603,12orGED
193652,C1-3
187614,C1-3
187566,12orGED
187565,C1-3
187564,C1-3
187532,12orGED
193993,C4+
193651,C4+
193653,C4+
193661,C1-3
193654,C1-3
193655,C1-3
193656,C1-3
193657,C4+
193658,C1-3
193659,C4+
193660,C1-3
193620,C4+
193621,C1-3
193622,9-11
193720,C4+
193678,C1-3
193679,12orGED
193680,12orGED
193729,12orGED
193716,C4+
193717,C4+
193719,12orGED
193721,C1-3
193623,C4+
193722,C4+
193723,12orGED
193724,C4+
193726,9-11
193727,12orGED
193728,12orGED
193730,C1-3
193645,C1-3
193644,12orGED
193643,9-11
193642,9-11
193624,C4+
193625,C1-3
193627,C1-3
193629,12orGED
193630,C4+
193631,C1-3
193634,C4+
193646,C4+
193635,C1-3
193636,12orGED
193637,12orGED
193638,C4+
193639,C1-3
193640,C4+
193641,9-11
187602,C1-3
187605,12orGED
193731,C4+
187597,C4+
187405,C1-3
187404,C1-3
187403,C1-3
187415,C4+
187496,C4+
187498,C4+
187499,12orGED
187596,C4+
187407,12orGED
187595,C4+
